; Number of ROIs: 2
; File Dimension: 507 x 624
;
; ROI name: water
; ROI rgb value: {72, 72, 255}
; ROI npts: 4335
;
; ROI name: land
; ROI rgb value: {255, 206, 116}
; ROI npts: 3300
;
; File X, File Y, Map X, Map Y, Lat, Lon, B1, B2, B3, B4
 6455,  7147,  764510.0000,  2628530.0000,  23.74610115,  119.59493122,  416,  349,  118,   81
 6456,  7147,  764520.0000,  2628530.0000,  23.74609951,  119.59502925,  406,  353,  115,   77
 6457,  7147,  764530.0000,  2628530.0000,  23.74609786,  119.59512727,  385,  337,  126,   83
 6458,  7147,  764540.0000,  2628530.0000,  23.74609621,  119.59522530,  396,  333,  134,   75
 6459,  7147,  764550.0000,  2628530.0000,  23.74609456,  119.59532332,  395,  349,  134,   67
 6460,  7147,  764560.0000,  2628530.0000,  23.74609292,  119.59542135,  392,  340,  115,   80
 6461,  7147,  764570.0000,  2628530.0000,  23.74609127,  119.59551937,  435,  382,  131,   79
 6462,  7147,  764580.0000,  2628530.0000,  23.74608962,  119.59561740,  394,  344,  119,   72
 6463,  7147,  764590.0000,  2628530.0000,  23.74608798,  119.59571542,  354,  311,  126,   65
 6464,  7147,  764600.0000,  2628530.0000,  23.74608633,  119.59581345,  380,  348,  141,   64
 6465,  7147,  764610.0000,  2628530.0000,  23.74608468,  119.59591147,  368,  328,  135,   72
 6466,  7147,  764620.0000,  2628530.0000,  23.74608303,  119.59600950,  383,  343,  124,   79
 6467,  7147,  764630.0000,  2628530.0000,  23.74608139,  119.59610752,  388,  360,  123,   70
 6468,  7147,  764640.0000,  2628530.0000,  23.74607974,  119.59620555,  372,  361,  118,   62
 6384,  7148,  763800.0000,  2628520.0000,  23.74612768,  119.58796964,  512,  541,  178,  115
 6385,  7148,  763810.0000,  2628520.0000,  23.74612604,  119.58806766,  541,  547,  174,  116
 6386,  7148,  763820.0000,  2628520.0000,  23.74612440,  119.58816569,  553,  512,  175,  106
 6387,  7148,  763830.0000,  2628520.0000,  23.74612276,  119.58826371,  550,  516,  180,  103
 6388,  7148,  763840.0000,  2628520.0000,  23.74612111,  119.58836174,  568,  539,  194,  101
 6389,  7148,  763850.0000,  2628520.0000,  23.74611947,  119.58845976,  564,  539,  175,   94
 6390,  7148,  763860.0000,  2628520.0000,  23.74611783,  119.58855779,  531,  505,  146,   98
 6391,  7148,  763870.0000,  2628520.0000,  23.74611618,  119.58865582,  519,  476,  172,  108
 6392,  7148,  763880.0000,  2628520.0000,  23.74611454,  119.58875384,  489,  442,  167,  107
 6393,  7148,  763890.0000,  2628520.0000,  23.74611290,  119.58885187,  409,  393,  159,  114
 6394,  7148,  763900.0000,  2628520.0000,  23.74611126,  119.58894989,  389,  370,  165,  116
 6395,  7148,  763910.0000,  2628520.0000,  23.74610961,  119.58904792,  419,  369,  162,  103
 6396,  7148,  763920.0000,  2628520.0000,  23.74610797,  119.58914594,  407,  358,  159,   99
 6397,  7148,  763930.0000,  2628520.0000,  23.74610633,  119.58924397,  398,  365,  144,  107
 6398,  7148,  763940.0000,  2628520.0000,  23.74610468,  119.58934199,  375,  328,  151,  109
 6399,  7148,  763950.0000,  2628520.0000,  23.74610304,  119.58944002,  377,  327,  156,   99
 6400,  7148,  763960.0000,  2628520.0000,  23.74610140,  119.58953804,  404,  335,  156,  103
 6401,  7148,  763970.0000,  2628520.0000,  23.74609975,  119.58963607,  390,  331,  162,  109
 6402,  7148,  763980.0000,  2628520.0000,  23.74609811,  119.58973410,  392,  313,  153,   97
 6403,  7148,  763990.0000,  2628520.0000,  23.74609647,  119.58983212,  400,  327,  147,  100
 6404,  7148,  764000.0000,  2628520.0000,  23.74609482,  119.58993015,  371,  341,  150,   94
 6405,  7148,  764010.0000,  2628520.0000,  23.74609318,  119.59002817,  383,  348,  160,  104
 6406,  7148,  764020.0000,  2628520.0000,  23.74609154,  119.59012620,  381,  335,  140,   95
 6407,  7148,  764030.0000,  2628520.0000,  23.74608989,  119.59022422,  381,  303,  148,   86
 6408,  7148,  764040.0000,  2628520.0000,  23.74608825,  119.59032225,  385,  310,  154,   98
 6409,  7148,  764050.0000,  2628520.0000,  23.74608660,  119.59042027,  379,  313,  158,  100
 6410,  7148,  764060.0000,  2628520.0000,  23.74608496,  119.59051830,  373,  322,  164,  108
 6411,  7148,  764070.0000,  2628520.0000,  23.74608332,  119.59061632,  370,  346,  164,  105
 6412,  7148,  764080.0000,  2628520.0000,  23.74608167,  119.59071435,  399,  338,  143,  101
 6413,  7148,  764090.0000,  2628520.0000,  23.74608003,  119.59081238,  391,  321,  147,   95
 6414,  7148,  764100.0000,  2628520.0000,  23.74607838,  119.59091040,  393,  315,  157,   91
 6415,  7148,  764110.0000,  2628520.0000,  23.74607674,  119.59100843,  398,  312,  154,  101
 6416,  7148,  764120.0000,  2628520.0000,  23.74607510,  119.59110645,  382,  326,  151,  103
 6417,  7148,  764130.0000,  2628520.0000,  23.74607345,  119.59120448,  365,  325,  161,   94
 6418,  7148,  764140.0000,  2628520.0000,  23.74607181,  119.59130250,  364,  319,  144,   95
 6419,  7148,  764150.0000,  2628520.0000,  23.74607016,  119.59140053,  367,  327,  141,   96
 6420,  7148,  764160.0000,  2628520.0000,  23.74606852,  119.59149855,  382,  329,  148,   94
 6421,  7148,  764170.0000,  2628520.0000,  23.74606687,  119.59159658,  377,  328,  155,  102
 6422,  7148,  764180.0000,  2628520.0000,  23.74606523,  119.59169460,  380,  330,  152,   94
 6423,  7148,  764190.0000,  2628520.0000,  23.74606358,  119.59179263,  401,  344,  145,   91
 6424,  7148,  764200.0000,  2628520.0000,  23.74606194,  119.59189065,  400,  312,  154,   84
 6425,  7148,  764210.0000,  2628520.0000,  23.74606029,  119.59198868,  383,  314,  153,   90
 6426,  7148,  764220.0000,  2628520.0000,  23.74605865,  119.59208670,  375,  320,  149,   98
 6427,  7148,  764230.0000,  2628520.0000,  23.74605700,  119.59218473,  378,  335,  147,  105
 6428,  7148,  764240.0000,  2628520.0000,  23.74605536,  119.59228275,  365,  328,  144,  102
 6429,  7148,  764250.0000,  2628520.0000,  23.74605371,  119.59238078,  396,  318,  140,   94
 6430,  7148,  764260.0000,  2628520.0000,  23.74605207,  119.59247881,  388,  322,  136,   88
 6431,  7148,  764270.0000,  2628520.0000,  23.74605042,  119.59257683,  388,  336,  142,   90
 6432,  7148,  764280.0000,  2628520.0000,  23.74604878,  119.59267486,  388,  331,  142,   93
 6433,  7148,  764290.0000,  2628520.0000,  23.74604713,  119.59277288,  378,  320,  151,   70
 6434,  7148,  764300.0000,  2628520.0000,  23.74604549,  119.59287091,  358,  310,  147,   88
 6435,  7148,  764310.0000,  2628520.0000,  23.74604384,  119.59296893,  362,  296,  127,   84
 6436,  7148,  764320.0000,  2628520.0000,  23.74604220,  119.59306696,  375,  307,  140,   84
 6437,  7148,  764330.0000,  2628520.0000,  23.74604055,  119.59316498,  361,  302,  138,   95
 6438,  7148,  764340.0000,  2628520.0000,  23.74603891,  119.59326301,  340,  281,  133,   92
 6439,  7148,  764350.0000,  2628520.0000,  23.74603726,  119.59336103,  385,  305,  132,   86
 6440,  7148,  764360.0000,  2628520.0000,  23.74603561,  119.59345906,  398,  321,  132,   81
 6441,  7148,  764370.0000,  2628520.0000,  23.74603397,  119.59355708,  379,  312,  134,   80
 6442,  7148,  764380.0000,  2628520.0000,  23.74603232,  119.59365511,  390,  306,  140,   83
 6443,  7148,  764390.0000,  2628520.0000,  23.74603068,  119.59375313,  372,  329,  140,   78
 6444,  7148,  764400.0000,  2628520.0000,  23.74602903,  119.59385116,  388,  343,  133,   73
 6445,  7148,  764410.0000,  2628520.0000,  23.74602738,  119.59394918,  410,  345,  140,   81
 6446,  7148,  764420.0000,  2628520.0000,  23.74602574,  119.59404721,  423,  358,  139,   91
 6447,  7148,  764430.0000,  2628520.0000,  23.74602409,  119.59414523,  412,  338,  130,   81
 6448,  7148,  764440.0000,  2628520.0000,  23.74602244,  119.59424326,  399,  303,  132,   76
 6449,  7148,  764450.0000,  2628520.0000,  23.74602080,  119.59434128,  370,  301,  129,   81
 6450,  7148,  764460.0000,  2628520.0000,  23.74601915,  119.59443931,  352,  315,  120,   88
 6451,  7148,  764470.0000,  2628520.0000,  23.74601751,  119.59453733,  379,  304,  132,   84
 6452,  7148,  764480.0000,  2628520.0000,  23.74601586,  119.59463536,  396,  321,  122,   79
 6453,  7148,  764490.0000,  2628520.0000,  23.74601421,  119.59473338,  395,  361,  122,   73
 6454,  7148,  764500.0000,  2628520.0000,  23.74601257,  119.59483141,  412,  361,  129,   80
 6455,  7148,  764510.0000,  2628520.0000,  23.74601092,  119.59492943,  399,  340,  128,   84
 6456,  7148,  764520.0000,  2628520.0000,  23.74600927,  119.59502746,  401,  343,  126,   77
 6457,  7148,  764530.0000,  2628520.0000,  23.74600763,  119.59512548,  384,  327,  122,   75
 6458,  7148,  764540.0000,  2628520.0000,  23.74600598,  119.59522351,  361,  308,  118,   71
 6459,  7148,  764550.0000,  2628520.0000,  23.74600433,  119.59532153,  383,  346,  130,   86
 6460,  7148,  764560.0000,  2628520.0000,  23.74600268,  119.59541956,  407,  348,  141,   73
 6461,  7148,  764570.0000,  2628520.0000,  23.74600104,  119.59551758,  379,  325,  126,   79
 6462,  7148,  764580.0000,  2628520.0000,  23.74599939,  119.59561561,  369,  315,  121,   72
 6463,  7148,  764590.0000,  2628520.0000,  23.74599774,  119.59571363,  379,  320,  130,   63
 6464,  7148,  764600.0000,  2628520.0000,  23.74599610,  119.59581166,  380,  316,  137,   59
 6465,  7148,  764610.0000,  2628520.0000,  23.74599445,  119.59590968,  388,  349,  122,   65
 6466,  7148,  764620.0000,  2628520.0000,  23.74599280,  119.59600771,  392,  361,  121,   76
 6467,  7148,  764630.0000,  2628520.0000,  23.74599115,  119.59610573,  398,  340,  129,   81
 6468,  7148,  764640.0000,  2628520.0000,  23.74598951,  119.59620376,  417,  359,  125,   65
 6384,  7149,  763800.0000,  2628510.0000,  23.74603745,  119.58796785,  548,  543,  184,  109
 6385,  7149,  763810.0000,  2628510.0000,  23.74603581,  119.58806588,  533,  545,  177,  110
 6386,  7149,  763820.0000,  2628510.0000,  23.74603416,  119.58816390,  563,  531,  184,  110
 6387,  7149,  763830.0000,  2628510.0000,  23.74603252,  119.58826193,  533,  532,  179,  115
 6388,  7149,  763840.0000,  2628510.0000,  23.74603088,  119.58835995,  562,  548,  183,  112
 6389,  7149,  763850.0000,  2628510.0000,  23.74602924,  119.58845798,  558,  554,  175,  106
 6390,  7149,  763860.0000,  2628510.0000,  23.74602759,  119.58855600,  512,  529,  161,  113
 6391,  7149,  763870.0000,  2628510.0000,  23.74602595,  119.58865403,  517,  516,  167,  107
 6392,  7149,  763880.0000,  2628510.0000,  23.74602431,  119.58875206,  495,  485,  166,   97
 6393,  7149,  763890.0000,  2628510.0000,  23.74602267,  119.58885008,  437,  430,  173,  107
 6394,  7149,  763900.0000,  2628510.0000,  23.74602102,  119.58894811,  432,  383,  157,  108
 6395,  7149,  763910.0000,  2628510.0000,  23.74601938,  119.58904613,  432,  357,  167,   98
 6396,  7149,  763920.0000,  2628510.0000,  23.74601774,  119.58914416,  412,  343,  166,  101
 6397,  7149,  763930.0000,  2628510.0000,  23.74601609,  119.58924218,  395,  325,  166,   97
 6398,  7149,  763940.0000,  2628510.0000,  23.74601445,  119.58934021,  398,  322,  157,  102
 6399,  7149,  763950.0000,  2628510.0000,  23.74601281,  119.58943823,  400,  331,  162,  101
 6400,  7149,  763960.0000,  2628510.0000,  23.74601116,  119.58953626,  404,  341,  167,   95
 6401,  7149,  763970.0000,  2628510.0000,  23.74600952,  119.58963428,  388,  346,  158,  101
 6402,  7149,  763980.0000,  2628510.0000,  23.74600788,  119.58973231,  376,  336,  158,  102
 6403,  7149,  763990.0000,  2628510.0000,  23.74600623,  119.58983034,  395,  333,  157,  105
 6404,  7149,  764000.0000,  2628510.0000,  23.74600459,  119.58992836,  402,  342,  146,  105
 6405,  7149,  764010.0000,  2628510.0000,  23.74600295,  119.59002639,  422,  349,  157,  110
 6406,  7149,  764020.0000,  2628510.0000,  23.74600130,  119.59012441,  412,  340,  150,  102
 6407,  7149,  764030.0000,  2628510.0000,  23.74599966,  119.59022244,  384,  335,  155,  102
 6408,  7149,  764040.0000,  2628510.0000,  23.74599802,  119.59032046,  400,  336,  161,  108
 6409,  7149,  764050.0000,  2628510.0000,  23.74599637,  119.59041849,  391,  315,  151,  101
 6410,  7149,  764060.0000,  2628510.0000,  23.74599473,  119.59051651,  390,  327,  143,   93
 6411,  7149,  764070.0000,  2628510.0000,  23.74599308,  119.59061454,  395,  339,  150,  102
 6412,  7149,  764080.0000,  2628510.0000,  23.74599144,  119.59071256,  389,  331,  158,   98
 6413,  7149,  764090.0000,  2628510.0000,  23.74598980,  119.59081059,  391,  321,  161,   98
 6414,  7149,  764100.0000,  2628510.0000,  23.74598815,  119.59090861,  384,  320,  155,   98
 6415,  7149,  764110.0000,  2628510.0000,  23.74598651,  119.59100664,  383,  322,  149,   96
 6416,  7149,  764120.0000,  2628510.0000,  23.74598486,  119.59110466,  362,  306,  159,  103
 6417,  7149,  764130.0000,  2628510.0000,  23.74598322,  119.59120269,  356,  320,  160,  101
 6418,  7149,  764140.0000,  2628510.0000,  23.74598157,  119.59130072,  372,  325,  149,   96
 6419,  7149,  764150.0000,  2628510.0000,  23.74597993,  119.59139874,  360,  331,  141,   94
 6420,  7149,  764160.0000,  2628510.0000,  23.74597828,  119.59149677,  338,  329,  145,   95
 6421,  7149,  764170.0000,  2628510.0000,  23.74597664,  119.59159479,  365,  323,  152,  102
 6422,  7149,  764180.0000,  2628510.0000,  23.74597500,  119.59169282,  370,  337,  151,   99
 6423,  7149,  764190.0000,  2628510.0000,  23.74597335,  119.59179084,  382,  353,  157,   93
 6424,  7149,  764200.0000,  2628510.0000,  23.74597171,  119.59188887,  397,  339,  150,   93
 6425,  7149,  764210.0000,  2628510.0000,  23.74597006,  119.59198689,  409,  329,  154,   97
 6426,  7149,  764220.0000,  2628510.0000,  23.74596842,  119.59208492,  406,  328,  153,   99
 6427,  7149,  764230.0000,  2628510.0000,  23.74596677,  119.59218294,  385,  331,  142,   97
 6428,  7149,  764240.0000,  2628510.0000,  23.74596513,  119.59228097,  374,  329,  141,   96
 6429,  7149,  764250.0000,  2628510.0000,  23.74596348,  119.59237899,  408,  333,  155,   94
 6430,  7149,  764260.0000,  2628510.0000,  23.74596184,  119.59247702,  397,  334,  150,   90
 6431,  7149,  764270.0000,  2628510.0000,  23.74596019,  119.59257504,  383,  328,  142,   92
 6432,  7149,  764280.0000,  2628510.0000,  23.74595855,  119.59267307,  386,  335,  135,   89
 6433,  7149,  764290.0000,  2628510.0000,  23.74595690,  119.59277109,  366,  334,  132,   77
 6434,  7149,  764300.0000,  2628510.0000,  23.74595525,  119.59286912,  377,  325,  145,   91
 6435,  7149,  764310.0000,  2628510.0000,  23.74595361,  119.59296714,  375,  306,  130,   89
 6436,  7149,  764320.0000,  2628510.0000,  23.74595196,  119.59306517,  382,  313,  145,   81
 6437,  7149,  764330.0000,  2628510.0000,  23.74595032,  119.59316319,  353,  326,  135,   88
 6438,  7149,  764340.0000,  2628510.0000,  23.74594867,  119.59326122,  336,  328,  116,   82
 6439,  7149,  764350.0000,  2628510.0000,  23.74594703,  119.59335924,  370,  333,  145,   81
 6440,  7149,  764360.0000,  2628510.0000,  23.74594538,  119.59345727,  370,  329,  146,   81
 6441,  7149,  764370.0000,  2628510.0000,  23.74594373,  119.59355529,  392,  317,  122,   79
 6442,  7149,  764380.0000,  2628510.0000,  23.74594209,  119.59365332,  381,  325,  129,   86
 6443,  7149,  764390.0000,  2628510.0000,  23.74594044,  119.59375134,  361,  343,  131,   91
 6444,  7149,  764400.0000,  2628510.0000,  23.74593880,  119.59384937,  381,  323,  126,   83
 6445,  7149,  764410.0000,  2628510.0000,  23.74593715,  119.59394739,  428,  330,  138,   81
 6446,  7149,  764420.0000,  2628510.0000,  23.74593550,  119.59404542,  391,  347,  132,   88
 6447,  7149,  764430.0000,  2628510.0000,  23.74593386,  119.59414344,  397,  350,  123,   82
 6448,  7149,  764440.0000,  2628510.0000,  23.74593221,  119.59424147,  429,  341,  130,   84
 6449,  7149,  764450.0000,  2628510.0000,  23.74593057,  119.59433949,  400,  324,  126,   75
 6450,  7149,  764460.0000,  2628510.0000,  23.74592892,  119.59443752,  365,  311,  137,   83
 6451,  7149,  764470.0000,  2628510.0000,  23.74592727,  119.59453554,  392,  326,  125,   81
 6452,  7149,  764480.0000,  2628510.0000,  23.74592563,  119.59463357,  396,  355,  130,   76
 6453,  7149,  764490.0000,  2628510.0000,  23.74592398,  119.59473159,  414,  332,  132,   77
 6454,  7149,  764500.0000,  2628510.0000,  23.74592233,  119.59482962,  432,  348,  129,   84
 6455,  7149,  764510.0000,  2628510.0000,  23.74592069,  119.59492764,  408,  341,  123,   81
 6456,  7149,  764520.0000,  2628510.0000,  23.74591904,  119.59502567,  415,  348,  129,   71
 6457,  7149,  764530.0000,  2628510.0000,  23.74591739,  119.59512369,  414,  365,  143,   70
 6458,  7149,  764540.0000,  2628510.0000,  23.74591575,  119.59522172,  390,  333,  131,   74
 6459,  7149,  764550.0000,  2628510.0000,  23.74591410,  119.59531974,  390,  339,  124,   79
 6460,  7149,  764560.0000,  2628510.0000,  23.74591245,  119.59541777,  396,  334,  144,   66
 6461,  7149,  764570.0000,  2628510.0000,  23.74591080,  119.59551579,  386,  304,  126,   79
 6462,  7149,  764580.0000,  2628510.0000,  23.74590916,  119.59561382,  369,  321,  131,   62
 6463,  7149,  764590.0000,  2628510.0000,  23.74590751,  119.59571184,  368,  345,  121,   68
 6464,  7149,  764600.0000,  2628510.0000,  23.74590586,  119.59580987,  386,  313,  132,   75
 6465,  7149,  764610.0000,  2628510.0000,  23.74590422,  119.59590789,  394,  342,  121,   67
 6466,  7149,  764620.0000,  2628510.0000,  23.74590257,  119.59600592,  400,  362,  122,   60
 6467,  7149,  764630.0000,  2628510.0000,  23.74590092,  119.59610394,  422,  355,  136,   83
 6468,  7149,  764640.0000,  2628510.0000,  23.74589927,  119.59620197,  415,  369,  134,   70
 6384,  7150,  763800.0000,  2628500.0000,  23.74594722,  119.58796607,  531,  517,  187,  102
 6385,  7150,  763810.0000,  2628500.0000,  23.74594557,  119.58806409,  531,  524,  179,  109
 6386,  7150,  763820.0000,  2628500.0000,  23.74594393,  119.58816212,  542,  535,  191,  113
 6387,  7150,  763830.0000,  2628500.0000,  23.74594229,  119.58826014,  539,  531,  180,  100
 6388,  7150,  763840.0000,  2628500.0000,  23.74594065,  119.58835817,  545,  541,  181,  100
 6389,  7150,  763850.0000,  2628500.0000,  23.74593900,  119.58845619,  539,  522,  181,  111
 6390,  7150,  763860.0000,  2628500.0000,  23.74593736,  119.58855422,  573,  542,  176,  109
 6391,  7150,  763870.0000,  2628500.0000,  23.74593572,  119.58865225,  519,  537,  167,   93
 6392,  7150,  763880.0000,  2628500.0000,  23.74593408,  119.58875027,  500,  493,  161,   89
 6393,  7150,  763890.0000,  2628500.0000,  23.74593243,  119.58884830,  500,  465,  165,  102
 6394,  7150,  763900.0000,  2628500.0000,  23.74593079,  119.58894632,  489,  426,  163,   99
 6395,  7150,  763910.0000,  2628500.0000,  23.74592915,  119.58904435,  413,  379,  170,  102
 6396,  7150,  763920.0000,  2628500.0000,  23.74592750,  119.58914237,  435,  345,  165,  115
 6397,  7150,  763930.0000,  2628500.0000,  23.74592586,  119.58924040,  417,  333,  160,   96
 6398,  7150,  763940.0000,  2628500.0000,  23.74592422,  119.58933842,  401,  347,  164,   98
 6399,  7150,  763950.0000,  2628500.0000,  23.74592257,  119.58943645,  400,  340,  156,  104
 6400,  7150,  763960.0000,  2628500.0000,  23.74592093,  119.58953447,  386,  332,  154,  104
 6401,  7150,  763970.0000,  2628500.0000,  23.74591929,  119.58963250,  376,  320,  158,  103
 6402,  7150,  763980.0000,  2628500.0000,  23.74591764,  119.58973052,  355,  324,  154,  104
 6403,  7150,  763990.0000,  2628500.0000,  23.74591600,  119.58982855,  372,  328,  162,  102
 6404,  7150,  764000.0000,  2628500.0000,  23.74591436,  119.58992658,  394,  341,  151,  101
 6405,  7150,  764010.0000,  2628500.0000,  23.74591271,  119.59002460,  424,  362,  151,  104
 6406,  7150,  764020.0000,  2628500.0000,  23.74591107,  119.59012263,  396,  336,  156,  108
 6407,  7150,  764030.0000,  2628500.0000,  23.74590943,  119.59022065,  381,  329,  155,   99
 6408,  7150,  764040.0000,  2628500.0000,  23.74590778,  119.59031868,  388,  324,  158,  104
 6409,  7150,  764050.0000,  2628500.0000,  23.74590614,  119.59041670,  401,  318,  149,  104
 6410,  7150,  764060.0000,  2628500.0000,  23.74590449,  119.59051473,  375,  324,  143,   84
 6411,  7150,  764070.0000,  2628500.0000,  23.74590285,  119.59061275,  365,  326,  150,  107
 6412,  7150,  764080.0000,  2628500.0000,  23.74590121,  119.59071078,  360,  329,  161,  102
 6413,  7150,  764090.0000,  2628500.0000,  23.74589956,  119.59080880,  365,  320,  158,   97
 6414,  7150,  764100.0000,  2628500.0000,  23.74589792,  119.59090683,  372,  319,  159,   98
 6415,  7150,  764110.0000,  2628500.0000,  23.74589627,  119.59100485,  376,  319,  151,   91
 6416,  7150,  764120.0000,  2628500.0000,  23.74589463,  119.59110288,  386,  312,  139,   92
 6417,  7150,  764130.0000,  2628500.0000,  23.74589299,  119.59120090,  375,  331,  143,   93
 6418,  7150,  764140.0000,  2628500.0000,  23.74589134,  119.59129893,  364,  319,  151,   92
 6419,  7150,  764150.0000,  2628500.0000,  23.74588970,  119.59139695,  395,  315,  152,   94
 6420,  7150,  764160.0000,  2628500.0000,  23.74588805,  119.59149498,  375,  323,  147,   95
 6421,  7150,  764170.0000,  2628500.0000,  23.74588641,  119.59159300,  375,  318,  152,  104
 6422,  7150,  764180.0000,  2628500.0000,  23.74588476,  119.59169103,  373,  336,  150,  108
 6423,  7150,  764190.0000,  2628500.0000,  23.74588312,  119.59178905,  411,  337,  143,   91
 6424,  7150,  764200.0000,  2628500.0000,  23.74588147,  119.59188708,  423,  325,  148,   96
 6425,  7150,  764210.0000,  2628500.0000,  23.74587983,  119.59198511,  401,  333,  152,  114
 6426,  7150,  764220.0000,  2628500.0000,  23.74587818,  119.59208313,  393,  331,  163,  110
 6427,  7150,  764230.0000,  2628500.0000,  23.74587654,  119.59218116,  388,  325,  153,   99
 6428,  7150,  764240.0000,  2628500.0000,  23.74587489,  119.59227918,  385,  317,  156,   94
 6429,  7150,  764250.0000,  2628500.0000,  23.74587325,  119.59237721,  386,  321,  162,  102
 6430,  7150,  764260.0000,  2628500.0000,  23.74587160,  119.59247523,  364,  330,  156,  101
 6431,  7150,  764270.0000,  2628500.0000,  23.74586996,  119.59257326,  378,  325,  148,   91
 6432,  7150,  764280.0000,  2628500.0000,  23.74586831,  119.59267128,  376,  311,  141,   85
 6433,  7150,  764290.0000,  2628500.0000,  23.74586667,  119.59276931,  356,  310,  137,   84
 6434,  7150,  764300.0000,  2628500.0000,  23.74586502,  119.59286733,  393,  328,  146,  102
 6435,  7150,  764310.0000,  2628500.0000,  23.74586338,  119.59296536,  405,  336,  146,   94
 6436,  7150,  764320.0000,  2628500.0000,  23.74586173,  119.59306338,  368,  331,  149,   82
 6437,  7150,  764330.0000,  2628500.0000,  23.74586008,  119.59316141,  369,  321,  134,   92
 6438,  7150,  764340.0000,  2628500.0000,  23.74585844,  119.59325943,  371,  312,  138,   86
 6439,  7150,  764350.0000,  2628500.0000,  23.74585679,  119.59335746,  385,  326,  139,   74
 6440,  7150,  764360.0000,  2628500.0000,  23.74585515,  119.59345548,  386,  327,  140,   92
 6441,  7150,  764370.0000,  2628500.0000,  23.74585350,  119.59355351,  386,  312,  117,   79
 6442,  7150,  764380.0000,  2628500.0000,  23.74585186,  119.59365153,  373,  325,  128,   76
 6443,  7150,  764390.0000,  2628500.0000,  23.74585021,  119.59374956,  389,  343,  132,   96
 6444,  7150,  764400.0000,  2628500.0000,  23.74584856,  119.59384758,  421,  328,  123,   89
 6445,  7150,  764410.0000,  2628500.0000,  23.74584692,  119.59394561,  418,  330,  138,   71
 6446,  7150,  764420.0000,  2628500.0000,  23.74584527,  119.59404363,  418,  339,  132,   79
 6447,  7150,  764430.0000,  2628500.0000,  23.74584363,  119.59414166,  403,  343,  126,   77
 6448,  7150,  764440.0000,  2628500.0000,  23.74584198,  119.59423968,  407,  347,  140,   77
 6449,  7150,  764450.0000,  2628500.0000,  23.74584033,  119.59433771,  397,  337,  121,   82
 6450,  7150,  764460.0000,  2628500.0000,  23.74583869,  119.59443573,  370,  323,  135,   75
 6451,  7150,  764470.0000,  2628500.0000,  23.74583704,  119.59453376,  403,  322,  125,   82
 6452,  7150,  764480.0000,  2628500.0000,  23.74583539,  119.59463178,  411,  349,  133,   80
 6453,  7150,  764490.0000,  2628500.0000,  23.74583375,  119.59472981,  414,  347,  134,   79
 6454,  7150,  764500.0000,  2628500.0000,  23.74583210,  119.59482783,  409,  331,  124,   80
 6455,  7150,  764510.0000,  2628500.0000,  23.74583045,  119.59492585,  398,  336,  114,   66
 6456,  7150,  764520.0000,  2628500.0000,  23.74582881,  119.59502388,  430,  366,  124,   59
 6457,  7150,  764530.0000,  2628500.0000,  23.74582716,  119.59512190,  409,  356,  126,   68
 6458,  7150,  764540.0000,  2628500.0000,  23.74582551,  119.59521993,  362,  331,  127,   75
 6459,  7150,  764550.0000,  2628500.0000,  23.74582387,  119.59531795,  360,  346,  124,   70
 6460,  7150,  764560.0000,  2628500.0000,  23.74582222,  119.59541598,  378,  316,  130,   77
 6461,  7150,  764570.0000,  2628500.0000,  23.74582057,  119.59551400,  357,  312,  131,   75
 6462,  7150,  764580.0000,  2628500.0000,  23.74581892,  119.59561203,  369,  332,  131,   62
 6463,  7150,  764590.0000,  2628500.0000,  23.74581728,  119.59571005,  375,  342,  126,   69
 6464,  7150,  764600.0000,  2628500.0000,  23.74581563,  119.59580808,  392,  326,  111,   64
 6465,  7150,  764610.0000,  2628500.0000,  23.74581398,  119.59590610,  376,  314,  119,   72
 6466,  7150,  764620.0000,  2628500.0000,  23.74581234,  119.59600413,  362,  350,  127,   62
 6467,  7150,  764630.0000,  2628500.0000,  23.74581069,  119.59610215,  382,  363,  128,   63
 6468,  7150,  764640.0000,  2628500.0000,  23.74580904,  119.59620018,  372,  355,  128,   67
 6384,  7151,  763800.0000,  2628490.0000,  23.74585698,  119.58796428,  541,  542,  184,  105
 6385,  7151,  763810.0000,  2628490.0000,  23.74585534,  119.58806231,  520,  520,  178,  110
 6386,  7151,  763820.0000,  2628490.0000,  23.74585370,  119.58816033,  512,  509,  182,  110
 6387,  7151,  763830.0000,  2628490.0000,  23.74585206,  119.58825836,  527,  527,  183,   99
 6388,  7151,  763840.0000,  2628490.0000,  23.74585041,  119.58835639,  537,  560,  178,  109
 6389,  7151,  763850.0000,  2628490.0000,  23.74584877,  119.58845441,  545,  563,  176,  113
 6390,  7151,  763860.0000,  2628490.0000,  23.74584713,  119.58855244,  561,  521,  179,  103
 6391,  7151,  763870.0000,  2628490.0000,  23.74584549,  119.58865046,  539,  523,  166,   99
 6392,  7151,  763880.0000,  2628490.0000,  23.74584384,  119.58874849,  535,  513,  164,  110
 6393,  7151,  763890.0000,  2628490.0000,  23.74584220,  119.58884651,  527,  492,  169,  114
 6394,  7151,  763900.0000,  2628490.0000,  23.74584056,  119.58894454,  501,  464,  168,  101
 6395,  7151,  763910.0000,  2628490.0000,  23.74583891,  119.58904256,  444,  408,  175,   95
 6396,  7151,  763920.0000,  2628490.0000,  23.74583727,  119.58914059,  443,  378,  169,  100
