,0
0,29.970140277443946
1,28.981909668394245
2,28.963051684978012
3,28.013370422006794
4,27.955963101738217
5,27.06699096583023
6,26.948874527705566
7,25.941785960310145
8,26.14517776680503
9,25.250621455812418
10,24.934915683777366
11,24.38632178809142
12,23.936393030659634
13,23.55560951773657
14,22.937869968236633
15,21.93934691769956
16,15.620850209972389
17,22.762162283357398
18,13.017680721749803
19,18.626700030511067
20,22.01001060471776
21,11.022003869695762
22,20.9408238738889
23,10.990491618459771
24,16.72591676131308
25,19.942307330790765
26,19.94301401118679
27,9.98792237927708
28,21.30352891896528
29,19.777924839493668
30,18.780046957440764
31,20.647405761904977
32,20.04658643449377
33,17.782169080622534
34,19.506181922110954
35,16.784291209038983
36,19.03133944678757
37,15.786413347875639
38,18.627073619834718
39,14.788535489364087
40,18.298062861771978
41,13.790657638696473
42,18.04842319282385
43,12.792779795833141
44,17.88147916914292
45,11.794901958237475
46,17.799557778050698
47,10.797024128459283
48,17.803832707777246
49,9.799146301346052
50,17.894242180028552
51,8.801596081894303
52,7.804045868309945
53,18.069493335786053
54,18.327152471182107
55,6.806495663136275
56,17.696251564336773
57,5.808945463770691
58,17.148845064454818
59,4.811395272849009
60,3.8138450877818477
61,16.675841707682235
62,2.8162949085032047
63,16.283726488968938
64,15.978455560957963
65,1.8187447402714079
66,15.765074619908155
67,0.8211945778745633
68,0.1762159429986364
69,9.978776975449547
70,15.647343394672761
71,8.991283158358659
72,15.847207549485486
73,16.168952488761597
74,8.004134279630328
75,7.016985405591485
76,16.60549510276779
77,17.019567832501867
78,6.029836541324805
79,16.492373038953886
80,5.0426876842987
81,16.07287943218381
82,4.0555388318384775
83,3.0683899918352204
84,15.769684323019202
85,15.589574704338746
86,2.081359292022399
87,15.536831747201832
88,5.171949837666882
89,10.074969611121428
90,9.978776211894782
91,15.612746309599766
92,15.815465823282135
93,8.98089856091076
94,16.140213019186596
95,7.983020917750711
96,16.57981901528857
97,6.985143279831646
98,17.04670726143687
99,5.987265649749519
100,4.989388024895372
101,16.528224176629497
102,3.9915104078911314
103,16.11770968738578
104,15.823569187437835
105,2.993632796121342
106,15.6523647779475
107,1.9957551921624845
108,15.60814240734585
109,0.9978775934575379
110,15.691975674248294
111,0.0
112,15.901839409847957
113,1.0087057983468122
114,2.0174115805927357
115,16.232846251959575
116,3.0261173496870852
117,16.677784713691914
118,17.038067127111542
119,4.034823103034143
120,16.505168027123688
121,4.977427957993886
122,16.079546530046624
123,3.9819423491663763
124,15.769891129200591
125,2.98645675102316
126,15.583116521936601
127,1.9909711609896592
128,15.523658696201812
129,0.9954855764251971
130,0.0
131,0.0
132,15.59297414238377
133,15.789367002951954
134,0.0
135,16.108189917633606
136,0.0
137,16.542365573887437
138,0.0
139,17.08310098781054
140,0.0
141,16.551594073276156
142,0.0
143,16.128689423868167
144,0.0
145,0.0
146,15.821516455261456
147,0.0
148,15.636896992180425
149,15.579188559433641
150,0.0
151,15.649795173125845
152,0.0
153,15.301140153746628
154,3.7631585736110207
155,15.018297814630197
156,7.526317082845479
157,14.805040586648829
158,6.757891868066683
159,14.664404606973102
160,5.684943731072988
161,14.598488836818522
162,4.670542434254903
163,14.60830477062488
164,3.6561411432088518
165,14.693700633960228
166,2.641739860528094
167,1.6273385836221241
168,14.853372895083867
169,15.084963121942904
170,0.612937315080897
171,0.7805344433386316
172,15.385223962788238
173,0.745951226242073
174,15.719716674474661
175,0.7113680085635198
176,16.054219632215677
177,0.6767847908849686
178,16.388722586256055
179,0.6422015736435254
180,16.723225536454745
181,0.6076183568391895
182,16.58865987857858
183,0.5730351415328087
184,15.84389572434014
185,0.5384519270171502
186,15.135719499737293
187,0.5038687115241329
188,14.469504338974202
189,0.4692854975290689
190,13.8513062433112
191,0.17489699059000444
192,0.0
193,0.0
194,0.0
195,13.287828692880666
196,12.786308142190153
197,1.0035087762504022
198,2.0070175391998473
199,12.354292296496535
200,11.999290733723786
201,3.0105262867737506
202,4.014035021353308
203,11.728298928576503
204,5.017543741005006
205,11.547233046368875
206,11.460356183881016
207,4.034742622795101
208,11.469808816309012
209,3.0441115426149143
210,11.575354949950679
211,2.053480469760063
212,11.774410710575113
213,1.062849406846881
214,0.07194276911378697
215,22.296947576321482
216,12.062345166367587
217,12.007401464406476
218,21.41089459964835
219,11.952457763387637
220,20.535103162835526
221,11.897514062191101
222,19.67094391048925
223,18.820019253060202
224,11.842570363998998
225,11.787626665334885
226,17.984207879219376
227,11.732682966787388
228,17.165717557443898
229,11.677739269830042
230,16.367147074628033
231,11.622795572754255
232,15.591557500390039
233,14.84255183461748
234,11.567851876855787
235,14.124359896286295
236,20.013180687976945
237,11.512916601163898
238,11.466192502930387
239,19.015303542356545
240,18.017426402660213
241,11.419775731913637
242,11.373358961808316
243,17.019549274014967
244,16.021672151293952
245,11.326942193471192
246,15.023795037041248
247,11.280525424277368
248,11.234108657484231
249,14.025917928693465
250,11.18769189093265
251,13.028040826224712
252,11.14127512253825
253,12.030163734839952
254,11.09485835760541
255,11.032286646790416
256,10.033701109457494
257,9.967550964556677
258,11.048441591146
259,10.997496125046931
260,9.313472330683183
261,10.945810794823302
262,9.418427901378564
263,10.894125463032672
264,10.259148287221784
265,11.677790238359401
266,10.84244013321098
267,10.79075480394385
268,13.493286017050286
269,10.739069475282175
270,13.988801740855303
271,12.996651433875156
272,10.687384146114281
273,10.63569881891532
274,12.004306281307073
275,11.006429260312062
276,10.584013492675409
277,10.532328168050839
278,10.008552247171128
279,8.995064108900444
280,10.481637378257949
281,10.430966654103047
282,7.9674296229221495
283,6.939831990294577
284,10.380295930108625
285,10.32962520743208
286,5.912848520236823
287,4.885865064301791
288,10.278954483903508
289,10.228283762753613
290,3.8945781836915723
291,2.9369132916803617
292,10.17761304145889
293,10.126942321835642
294,1.979049758045215
295,10.076271600604867
296,0.984284854619845
297,0.010480045698064561
298,10.025600880691965
299,10.028513574125213
300,1.0052449352176123
301,10.031536112391068
302,2.0000098164995688
303,2.994767062744517
304,10.034558653800294
305,3.988391676994227
306,10.037581191712627
307,10.040603731353842
308,4.982016283357365
309,10.043626269305541
310,4.007788758961342
311,2.002204467108768
312,10.046648810046992
313,0.003379792698375718
314,10.049671348313138
315,10.05269388732585
316,2.008964022625161
317,10.05571642669223
318,4.014548220239701
319,11.462625845094994
320,5.0166249592134236
321,12.869449272593133
322,6.018701683977083
323,14.276272684915888
324,7.020778394971038
325,5.987046333166294
326,15.683096082105395
327,4.988906944041117
328,17.089919461997855
329,18.496742825300522
330,3.990767558221597
331,19.903566173469986
332,2.992234175267987
333,21.31038950540331
334,1.993700803361116
335,0.9951674398609365
336,22.717212822161343
337,0.002140322891526192
338,9.962613005793925
339,24.124036120645815
340,9.31133772321284
341,22.739562524369767
342,9.419430646432497
