,0
0,39.92655763782058
1,39.929979175490594
2,38.92867998003649
3,38.93210148141496
4,37.9308023300901
5,37.93422378999179
6,36.93292468540578
7,36.93634610900215
8,35.93504704593519
9,35.93846843064623
10,34.937169416871
11,34.94059076270507
12,33.93929179048631
13,33.942713100012135
14,32.94141417193235
15,32.94483544257987
16,31.943536558619705
17,31.94695779297283
18,30.945658953117093
19,30.94908014860148
20,39.948805494270474
21,39.899866909791655
22,31.571008939177986
23,29.947781355452094
24,29.951202512067823
25,31.604470315664155
26,30.62650858086849
27,30.660602581864282
28,38.95093894277513
29,38.901988868102
30,29.68550103717482
31,29.720263775658417
32,37.95307239653285
33,37.904110834243575
34,28.748329293355507
35,28.78379975529986
36,36.95520585811876
37,36.906232808216394
38,27.815381064716654
39,27.85160137542542
40,35.95733932753772
41,35.90835478743745
42,26.887096009599723
43,26.92411170654904
44,34.95947280478483
45,34.91047677187416
46,25.96397429633931
47,26.001834636921146
48,33.96160628469042
49,33.91259876417466
50,25.046586828610934
51,25.08534510198281
52,32.96373977242417
53,32.91472076168427
54,24.13558749422043
55,24.175301329755662
56,31.965873265396358
57,31.916842764461634
58,23.231727803659187
59,23.27245949940566
60,30.96800676620154
61,30.91896477764013
62,42.4794461467552
63,29.970140277443946
64,28.29996838217523
65,22.33587452750976
66,22.37769131991493
67,28.360174165578506
68,29.921086796073322
69,41.78154764688289
70,27.6054697459156
71,28.923208819754688
72,27.666596813752534
73,41.096029294751276
74,26.93004326742727
75,27.92533085123462
76,26.992095154801998
77,40.42352094001559
78,26.27515979039684
79,26.927452887975754
80,26.33813477286282
81,39.764682670949185
82,25.64239330837667
83,25.929574932567547
84,25.7062834090616
85,39.12020516017625
86,24.93240113954672
87,24.93169698236839
88,24.767314354318845
89,38.490809770091914
90,23.934523700280952
91,23.93381904001989
92,23.76943643568164
93,37.87724835464146
94,22.936646271442143
95,22.935941100323493
96,22.77155853006079
97,37.28030271141491
98,21.938768845268903
99,21.93806317103466
100,21.773680624502333
101,36.700783624149814
102,20.94089142431603
103,20.94018524699392
104,20.77580273198664
105,42.4600902210819
106,36.04389349552556
107,19.94301401118679
108,19.942307330790765
109,19.777924839493668
110,41.76276244499509
111,18.945136608498338
112,18.944429419809637
113,18.780046957440764
114,41.07783968854279
115,17.9472592084477
116,17.94655151666607
117,17.782169080622534
118,40.4059527905788
119,16.949381813645104
120,16.948673618770567
121,16.784291209038983
122,39.74776282471421
123,15.951504426673038
124,15.950795728706096
125,15.786413347875639
126,39.103961422635685
127,14.95362704494899
128,14.952917843889669
129,14.788535489364087
130,38.47527088113757
131,13.955749673624105
132,13.955039966897736
133,13.790657638696473
134,37.86244393512846
135,12.957872307561072
136,12.957162092564335
137,12.792779795833141
138,37.26626320000517
139,11.959994946711385
140,11.959284226042378
141,11.794901958237475
142,36.68754019921142
143,10.962117591116598
144,10.961406369947424
145,10.797024128459283
146,63.991835484804476
147,50.04653244228963
148,9.96352851650445
149,9.964240243366147
150,9.799146301346052
151,9.802424606105257
152,36.00201599475683
153,35.17813370415293
154,63.21711367018886
155,8.804547202446132
156,49.22233727910236
157,34.36347693442505
158,62.44872643883548
159,7.806669904794082
160,48.43866532009184
161,33.55871755595255
162,61.68691050741896
163,6.808792757435029
164,47.66300063839623
165,32.76458486886392
166,60.93191235503922
167,5.810915837761543
168,46.89574056030925
169,31.981870488127118
170,60.1839885636112
171,4.813039279846193
172,46.13730438934097
173,31.211433464740782
174,59.443406167157754
175,3.8151633660890014
176,45.38813446979327
177,30.454205598074235
178,58.71044298209605
179,2.8172887700280955
180,44.64869724709137
181,29.711196857401983
182,57.985387938324514
183,1.8194176537423934
184,43.91948430691119
185,28.983500815001186
186,57.26854140219066
187,0.8215626657716946
188,43.201013396496876
189,64.06368576893418
190,56.560215481045745
191,42.49382938656319
192,28.27229988428394
193,0.1762159429986364
194,9.978776975449547
195,63.27069595462734
196,8.980899249397563
197,62.5025310674783
198,7.983021528593225
199,61.74093726244066
200,6.985143815619507
201,60.98616071865929
202,5.987266107873939
203,60.23845769179258
204,4.989388407978451
205,59.49809485673565
206,3.991510713311092
207,58.76534964485883
208,2.9936330238913285
209,58.04051056780076
210,1.9957553422956475
211,57.323877534200754
212,0.9978776685305322
213,64.12073764134072
214,56.61576215788071
215,0.0
216,9.978776211894782
217,8.98089856091076
218,63.50419053960439
219,7.983020917750711
220,62.89743203669685
221,6.985143279831646
222,62.30074813362752
223,5.987265649749519
224,61.714431050866544
225,4.989388024895372
226,61.138779035557654
227,3.9915104078911314
228,60.574096151240525
229,2.993632796121342
230,60.02069199499627
231,1.9957551921624845
232,59.47888138429426
233,0.9978775934575379
234,58.948983995950314
235,0.0
236,9.978752172817204
237,58.431323945508375
238,57.92622930802524
239,8.980876924456737
240,57.434031601230835
241,7.983001686485602
242,56.95506518487513
243,6.985126453791182
244,56.489666616617924
245,5.987251226322063
246,56.038173941561844
247,4.9893760066749255
248,55.60092591872941
249,3.9915007922530665
250,55.17826118395959
251,2.993625583100543
252,54.77051735693319
253,1.9957503817626294
254,54.37803008099591
255,0.9978751882613501
256,0.0
257,0.0
258,54.00113201965295
259,0.0
260,53.64015178081328
261,0.0
262,53.29541280964308
263,0.0
264,52.967232226788894
265,0.0
266,52.655919636108266
267,0.0
268,52.36177589788567
269,0.0
270,52.085091891267645
271,0.0
272,51.82614725173954
273,0.0
274,51.33523899969643
275,0.0
276,50.71969039085421
277,50.116451822654305
278,41.36337855948064
279,0.0
280,41.13373061426486
281,0.0
282,40.92713063469871
283,0.0
284,40.4463699860046
285,0.0
286,39.787467385999776
287,0.0
288,39.142915020712266
289,0.0
290,38.51343338634642
291,0.0
292,37.89977342332921
293,0.0
294,37.302715976782466
295,0.0
296,36.72307084329303
297,0.0
298,0.0
299,9.977294071519436
300,36.1616753545779
301,8.97956463489852
302,35.61939241539223
303,7.981835206059689
304,35.097107954543524
305,6.984105782440159
306,34.59572772317914
307,5.986376366691775
308,34.116173374190744
309,4.988646953536273
310,33.65937779966779
311,3.990917550827394
312,33.22627967528735
313,2.9931881533632305
314,32.817817224115494
315,1.9954587610674208
316,32.43492118851836
317,0.9977293766554313
318,32.07850708300161
319,31.74946676362488
320,22.453297758457598
321,0.0
322,0.0
323,22.025803231369235
324,0.0
325,21.635918159098235
326,0.0
327,21.28570928979346
328,0.0
329,20.97716386959318
330,0.0
331,20.71214394491917
332,0.0
333,20.492338281311543
334,0.0
335,20.31921426285777
336,0.0
337,20.193972537234828
338,0.0
339,20.117507399162157
340,0.0
341,40.160251500378266
342,20.09031831318372
343,0.0
344,22.296947576321482
345,40.15548244640462
346,21.41089459964835
347,40.15071339378617
348,20.535103162835526
349,40.14594433910575
350,19.67094391048925
351,40.141175285132654
352,18.820019253060202
353,40.13640623216118
354,17.984207879219376
355,40.131637177775616
356,17.165717557443898
357,40.12686812615953
358,16.367147074628033
359,40.12209907277578
360,15.591557500390039
361,40.11733001839076
362,14.84255183461748
363,50.14795189609854
364,40.11286609065463
365,14.124359896286295
366,20.012240278737938
367,29.890364856723874
368,29.91846452751231
369,19.01438633150139
370,50.15122058229459
371,28.892515529137953
372,28.920635292057295
373,18.016532392075998
374,50.15497869186865
375,27.894666209380013
376,27.922806064376438
377,17.018678460494783
378,50.15873680108933
379,26.896816894875926
380,26.924976844600693
381,16.020824531545284
382,50.162494909993974
383,25.89896759078172
384,25.927147627431516
385,15.022970610448208
386,50.16625301960615
387,24.901118289351636
388,24.929318418096905
389,14.025116699772603
390,50.17001112886492
391,23.90326899314808
392,23.931489216566646
393,13.027262791741073
394,50.17376923706303
395,22.90541970478806
396,22.933660020272036
397,12.02940888893919
398,50.17752734671328
399,21.907570424252064
400,21.93583083181198
401,11.031554993997954
402,50.18128545420464
403,20.909721151555686
404,20.938001648607706
405,50.18504356420896
406,40.15001724554674
