,0,1
171,765050.0,2628190.0
172,765050.0,2628200.0
173,765070.0,2628200.0
174,765070.0,2628210.0
175,765080.0,2628210.0
176,765080.0,2628220.0
177,765100.0,2628220.0
178,765100.0,2628230.0
179,765110.0,2628230.0
180,765110.0,2628240.0
181,765150.0,2628240.0
182,765150.0,2628250.0
183,765170.0,2628250.0
184,765170.0,2628260.0
185,765180.0,2628260.0
186,765180.0,2628270.0
187,765190.0,2628270.0
188,765190.0,2628300.0
189,765180.0,2628300.0
190,765180.0,2628320.0
191,765170.0,2628320.0
192,765170.0,2628330.0
193,765180.0,2628330.0
194,765180.0,2628350.0
195,765200.0,2628350.0
196,765200.0,2628340.0
197,765210.0,2628340.0
198,765210.0,2628330.0
199,765230.0,2628330.0
200,765230.0,2628340.0
201,765220.0,2628340.0
202,765220.0,2628490.0
203,765230.0,2628490.0
204,765230.0,2628530.0
205,765240.0,2628530.0
206,765240.0,2628550.0
207,765250.0,2628550.0
208,765250.0,2628570.0
209,765260.0,2628570.0
210,765260.0,2628590.0
211,765270.0,2628590.0
212,765270.0,2628610.0
213,765280.0,2628610.0
214,765280.0,2628630.0
215,765290.0,2628630.0
216,765290.0,2628660.0
217,765300.0,2628660.0
218,765300.0,2628680.0
219,765310.0,2628680.0
220,765310.0,2628710.0
221,765320.0,2628710.0
222,765320.0,2628730.0
223,765330.0,2628730.0
224,765330.0,2628760.0
225,765340.0,2628760.0
226,765340.0,2628780.0
227,765350.0,2628780.0
228,765350.0,2628800.0
229,765360.0,2628800.0
230,765360.0,2628820.0
231,765370.0,2628820.0
232,765370.0,2628840.0
233,765380.0,2628840.0
234,765380.0,2628860.0
235,765390.0,2628860.0
236,765390.0,2628880.0
237,765400.0,2628880.0
238,765400.0,2628910.0
239,765410.0,2628910.0
240,765410.0,2628930.0
241,765420.0,2628930.0
242,765420.0,2628960.0
243,765430.0,2628960.0
244,765430.0,2628980.0
245,765440.0,2628980.0
246,765440.0,2629010.0
247,765450.0,2629010.0
248,765450.0,2629040.0
249,765460.0,2629040.0
250,765460.0,2629060.0
251,765470.0,2629060.0
252,765470.0,2629070.0
253,765480.0,2629070.0
254,765480.0,2629090.0
255,765490.0,2629090.0
256,765490.0,2629100.0
257,765500.0,2629100.0
258,765500.0,2629130.0
259,765510.0,2629130.0
260,765510.0,2629140.0
261,765520.0,2629140.0
262,765520.0,2629160.0
263,765530.0,2629160.0
264,765530.0,2629170.0
265,765540.0,2629170.0
266,765540.0,2629190.0
267,765550.0,2629190.0
268,765550.0,2629210.0
269,765560.0,2629210.0
270,765560.0,2629230.0
271,765570.0,2629230.0
272,765570.0,2629250.0
273,765580.0,2629250.0
274,765580.0,2629270.0
275,765590.0,2629270.0
276,765590.0,2629300.0
277,765600.0,2629300.0
278,765600.0,2629330.0
279,765610.0,2629330.0
280,765610.0,2629350.0
281,765620.0,2629350.0
282,765620.0,2629370.0
283,765630.0,2629370.0
284,765630.0,2629410.0
285,765640.0,2629410.0
286,765640.0,2629430.0
287,765650.0,2629430.0
288,765650.0,2629470.0
289,765660.0,2629470.0
290,765660.0,2629520.0
291,765670.0,2629520.0
292,765670.0,2629540.0
293,765680.0,2629540.0
294,765680.0,2629560.0
295,765690.0,2629560.0
296,765690.0,2629580.0
297,765700.0,2629580.0
298,765700.0,2629590.0
299,765710.0,2629590.0
300,765710.0,2629600.0
301,765730.0,2629600.0
302,765730.0,2629610.0
303,765740.0,2629610.0
304,765740.0,2629620.0
305,765800.0,2629620.0
306,765800.0,2629610.0
307,765820.0,2629610.0
308,765820.0,2629600.0
309,765830.0,2629600.0
310,765830.0,2629590.0
311,765850.0,2629590.0
312,765850.0,2629580.0
313,765910.0,2629580.0
314,765910.0,2629570.0
315,765920.0,2629570.0
316,765920.0,2629580.0
317,765950.0,2629580.0
318,765950.0,2629580.0
319,765950.0,2629600.0
320,765960.0,2629600.0
321,765960.0,2629590.0
322,765970.0,2629590.0
323,765970.0,2629610.0
324,765980.0,2629610.0
325,765980.0,2629620.0
326,766020.0,2629620.0
327,766020.0,2629630.0
328,766030.0,2629630.0
329,766030.0,2629640.0
330,766080.0,2629640.0
331,766080.0,2629630.0
332,766090.0,2629630.0
333,766090.0,2629630.0
334,766090.0,2629640.0
335,766110.0,2629640.0
336,766110.0,2629630.0
337,766120.0,2629630.0
338,766120.0,2629640.0
339,766130.0,2629640.0
340,766130.0,2629620.0
341,766140.0,2629620.0
342,766140.0,2629640.0
343,766160.0,2629640.0
344,766160.0,2629620.0
345,766150.0,2629620.0
346,766150.0,2629610.0
347,766160.0,2629610.0
348,766160.0,2629590.0
349,766170.0,2629590.0
350,766170.0,2629570.0
351,766180.0,2629570.0
352,766180.0,2629560.0
353,766190.0,2629560.0
354,766190.0,2629550.0
355,766180.0,2629550.0
356,766180.0,2629530.0
357,766180.0,2629530.0
358,766190.0,2629530.0
359,766190.0,2629510.0
360,766180.0,2629510.0
361,766180.0,2629480.0
362,766190.0,2629480.0
363,766190.0,2629440.0
364,766200.0,2629440.0
365,766200.0,2629420.0
366,766210.0,2629420.0
367,766210.0,2629400.0
368,766220.0,2629400.0
369,766220.0,2629390.0
370,766230.0,2629390.0
371,766230.0,2629370.0
372,766240.0,2629370.0
373,766240.0,2629350.0
374,766250.0,2629350.0
375,766250.0,2629340.0
376,766260.0,2629340.0
377,766260.0,2629330.0
378,766270.0,2629330.0
379,766270.0,2629320.0
380,766280.0,2629320.0
381,766280.0,2629310.0
382,766290.0,2629310.0
383,766290.0,2629300.0
384,766300.0,2629300.0
385,766300.0,2629290.0
386,766320.0,2629290.0
387,766320.0,2629280.0
388,766330.0,2629280.0
389,766330.0,2629270.0
390,766350.0,2629270.0
391,766350.0,2629260.0
392,766360.0,2629260.0
393,766360.0,2629250.0
394,766380.0,2629250.0
395,766380.0,2629240.0
396,766400.0,2629240.0
397,766400.0,2629230.0
398,766420.0,2629230.0
399,766420.0,2629220.0
400,766440.0,2629220.0
401,766440.0,2629210.0
402,766460.0,2629210.0
403,766460.0,2629200.0
404,766490.0,2629200.0
405,766490.0,2629190.0
406,766510.0,2629190.0
407,766510.0,2629180.0
408,766560.0,2629180.0
409,766560.0,2629170.0
410,766570.0,2629170.0
411,766570.0,2629180.0
412,766580.0,2629180.0
413,766580.0,2629170.0
414,766620.0,2629170.0
415,766620.0,2629180.0
416,766640.0,2629180.0
417,766640.0,2629170.0
418,766650.0,2629170.0
419,766650.0,2629180.0
420,766660.0,2629180.0
421,766660.0,2629170.0
422,766690.0,2629170.0
423,766690.0,2629180.0
424,766700.0,2629180.0
425,766700.0,2629170.0
426,766730.0,2629170.0
427,766730.0,2629150.0
428,766740.0,2629150.0
429,766740.0,2629160.0
430,766770.0,2629160.0
431,766770.0,2629150.0
432,766790.0,2629150.0
433,766790.0,2629160.0
434,766800.0,2629160.0
435,766800.0,2629150.0
436,766820.0,2629150.0
437,766820.0,2629140.0
438,766810.0,2629140.0
439,766810.0,2629130.0
440,766840.0,2629130.0
441,766840.0,2629120.0
442,766850.0,2629120.0
443,766850.0,2629090.0
444,766860.0,2629090.0
445,766860.0,2629100.0
446,766870.0,2629100.0
447,766870.0,2629090.0
448,766880.0,2629090.0
449,766880.0,2629080.0
450,766870.0,2629080.0
451,766870.0,2629070.0
452,766890.0,2629070.0
453,766890.0,2629050.0
454,766900.0,2629050.0
455,766900.0,2629040.0
456,766920.0,2629040.0
457,766920.0,2629020.0
458,766940.0,2629020.0
459,766940.0,2629010.0
460,766960.0,2629010.0
461,766960.0,2628990.0
462,766970.0,2628990.0
463,766970.0,2628980.0
464,766990.0,2628980.0
465,766990.0,2628990.0
